"","X","descr"
"1189",1206,"TO ADOPT DRAFT RESOL. (A/8187) CONDEMNING PORTUGAL'S COLONIAL POLICY; APPEALING TO ALL STATES, ESPECIALLY THOSE IN NATO, TO WITHHOLD THEIR ASSISTANCE TO PORTUGAL WHICH ENABLES HER TO PURSUE A COLONIAL WAR IN THE TERRITORIES; RECOMMENDING THE SE"
"1190",1207,"TO ADOPT THE MOTION FOR A SEPARATE VOTE ON OPERATIVE PARAG. 4 OF DRAFT RESOL. (A/8241) RE THE TRANSMISSION OF INFORMATION ON NON-SELF-GOVERNING TERRITORIES UNDER CHARTER ARTICLE 73E; SAID PARAGRAPH CONSIDERING THAT THE UK SHOULD CONTINUE TO TRA"
"1191",1208,"TO ADOPT DRAFT RESOL. (A/8241) DEPLORING THE FAILURE OF SOME MEMBER STATES TO TRANSMIT PROPERLY THE NECESSARY INFORMATION REQUIRED UNDER CHARTER ARTICLE 73E; CONDEMNING THE GOVERNMENT OF PORTUGAL IN THIS REGARD AND AGAIN URGING ADMINISTERING PO"
"1192",1209,"TO ADOPT THE DRAFT RESOL. (A/8244) APPEALING FOR FULL COOPERATION TO ACHIEVE UN OBJECTIVES RE THE DECLARATION ON THE GRANTING OF INDEPENDENCE TO COLONIAL COUNTRIES AND PEOPLES; URGING DISCONTINUANCE OF ALL COLLABORATION WITH THE GOVERNMENTS OF"
"1193",1210,"TO ADOPT DRAFT RESOL. (A/8240) CALLING UPON THE ADMINISTERING POWER OF PAPUA AND NEW GUINEA TO PRESCRIBE A SPECIFIC TIME-TABLE FOR THE FREE EXERCISE BY THE PEOPLE OF THESE TERRITORIES OF THEIR RIGHT TO SELF-DETERMINATION AND INDEPENDENCE, AND R"
"1194",1211,"TO ADOPT DRAFT RESOL. (A/8242) REAFFIRMING THE INALIENABLE RIGHTS OF THE PEOPLE OF OMAN TO SELF-DETERMINATION; URGING THE UK TO IMPLEMENT FULLY ASSEMBLY RESOL. 1514 (XV) AND OTHER RELEVANT RESOLUTIONS; RECOMMENDING SPECIALIZED AGENCIES AND OTHE"
"1195",1212,"TO ADOPT DRAFT RESOL. (A/8228) APPEALING TO ALL STATES TO MAKE GENEROUS CONTRIBUTIONS TO THE UN EDUCATIONAL AND TRAINING PROGRAM FOR SOUTHERN AFRICA, AND REQUESTING THE SECRETARY-GENERAL TO TAKE ALL POSSIBLE MEASURES TO PROMOTE ADEQUATE CONTRIB"
"1196",1213,"TO ADOPT THE RECOMMENDATION (A/8231) TO DEFER CONSIDERATION OF THE ITEM RE CREATION OF THE POST OF UN HIGH COMMISSIONER FOR HUMAN RIGHTS TO THE 26TH GENERAL ASSEMBLY SESSION."
"1197",1214,"TO ADOPT DRAFT RESOL. (A/8248) AGAIN INVITING THE ADMINISTERING POWER CONCERNED TO DETERMINE PROCEDURES FOR HOLDING A REFERENDUM IN THE TERRITORY OF SPANISH SAHARA; INVITING ALL STATES TO REFRAIN FROM MAKING INVESTMENTS IN THE TERRITORY; REQUES"
"1198",1215,"TO ADOPT THE AMENDMENT (A/L.622) INSERTING THE WORDS, \AND PEOPLES UNDER ALIEN DOMINATION\\ AFTER THE WORDS \\""COLONIAL PEOPLES\\"", IN OPERATIVE PARAG. 5 OF DRAFT RESOL. (A/L. 621 & ADD. 1 & 2) RE THE DECLARATION ON THE GRANTING OF INDEPENDENCE T"""
"1199",1216,"TO ADOPT DRAFT RESOL. (A/L.621 & ADD.1 & 2) REAFFIRMING THE LEGITIMACY OF COLONIAL PEOPLES TO EXERCISE THE RIGHT OF SELF-DETERMINATION; URGING ALL STATES, SPECIALIZED AGENCIES AND OTHER ORGANIZATIONS TO ASSIST THE NATIONAL LIBERATION MOVEMENTS"
"1200",1217,"TO RETAIN THE WORDS, \ANTIGUA, DOMINICA, GRENADA, ST. KITTS-NEVIS-ANGUILLA, ST. LUCIA, ST. VINCENT\\, IN THE TITLE AND PREAMBULAR PARAG. 1 OF DRAFT RESOL. (A/8248) CONCERNING THE TWENTY-FIVE TERRITORIES.\"""""
"1201",1218,"TO ADOPT DRAFT RESOL. (A/8248) REITERATING THE DECLARATION AGAINST THE DISRUPTION OF NATIONAL UNITY AND THE ESTABLISHMENT OF MILITARY BASES IN THE 25 TERRITORIES; STRONGLY URGING THAT THE ADMINISTERING POWERS CONCERNED ALLOW UN MISSIONS TO VISI"
"1202",1219,"TO ADOPT THE DRAFT RESOL. (A/8248) NOTING THE CHAPTER OF THE SPECIAL COMMITTEE'S REPORT REGARDING ANTIGUA, DOMINICA, GRENADA, ST. KITTS-NEVIS-ANGUILLA, ST. LUCIA AND ST. VINCENT, AND REQUESTING THE SPECIAL COMMITTEE TO GIVE URGENT CONSIDERATION"
"1203",1220,"TO RETAIN THE WORD \NEO-NAZI\\ IN PREAMBULAR PARAG. 5 OF DRAFT RESOL. (A/8252 & CORR. 1) RE MEASURES TO BE TAKEN AGAINST NAZISM AND RACIAL INTOLERANCE.\"""""
"1204",1221,"TO ADOPT THE AMENDMENT DELETING OPERATIVE PARAG. 4 OF THE DRAFT RESOL. (A/8252 & CORR. 1) ON MEASURES TO BE TAKEN AGAINST NAZISM AND RACIAL INTOLERANCE; AFORESAID PARAGRAPH REQUESTS THE SECRETARY-GENERAL TO PUBLISH A BROCHURE ON MEASURES TAKE A"
"1205",1222,"TO ADOPT THE AMENDMENT DELETING OPERATIVE PARAG. 5 OF THE DRAFT RESOL. (A/8252 & CORR.1) ON MEASURES TO BE TAKEN AGAINST NAZISM AND RACIAL INTOLERANCE; AFORESAID PARAGRAPH REQUESTS THE SECRETARY-GENERAL TO EXPLORE THE POSSIBILITY OF HOLDING IN"
"1206",1223,"TO ADOPT THE AMENDMENT TO DRAFT RESOL. (A/8252 & CORR.1) ON MEASURES TO BE TAKEN AGAINST NAZISM AND RACIAL INTOLERANCE; SAID AMENDMENT REPLACES OPERATIVE PARAGRAPH 6 WITH THE WORDS, \DECIDES TO RETAIN THIS ITEM ON THE AGENDA\\.\"""""
"1207",1224,"TO ADOPT DRAFT RESOL. (A/8173/ADD.1) CONDEMNING GOVERNMENTS OF SOUTH AFRICA, SOUTHERN RHODESIA AND PORTUGAL FOR THEIR INHUMAN TREATMENT OF POLITICAL PRISONERS AND DETAINEES; CONDEMNING GOVERNMENTS STILL MAINTAINING DIPLOMATIC, ECONOMIC, CULTURA"
"1208",1225,"TO ADOPT THE DRAFT RESOL. (A/8237) CALLING UPON THE GOVERNMENT OF ISRAEL TO IMMEDIATELY IMPLEMENT THE RECOMMENDATIONS OF THE SPECIAL COMMITTEE TO INVESTIGATE ISRAELI PRACTICES RE HUMAN RIGHTS IN OCCUPIED TERRITORIES; TO COMPLY WITH THE 1949 GEN"
"1209",1226,"TO ADOPT OPERATIVE PARAG. 6 OF DRAFT RESOL. (A/8259) RE THE UNCTAD III, WHICH PARAGRAPH REQUESTS THE TRADE AND DEVELOPMENT BOARD TO CONSIDER, IN THE LIGHT OF THE INTERNATIONAL DEVELOPMENT STRATEGY FOR THE SECOND UN DEVELOPMENT DECADE, ASSEMBLY"
"1210",1227,"TO ADOPT DRAFT RESOL. (A/8259) DECIDING THAT UNCTAD III SHALL BE CONVENED IN APRIL/MAY 1972; RECOMMENDING THAT THE INSTITUTIONAL MACHINERY OF THE UNCTAD SHOULD BE FULLY ORIENTED TOWARD IMPLEMENTING THE INTERNATIONAL DEVELOPMENT STRATEGY FOR THE"
"1211",1228,"TO ADOPT THE DRAFT RESOL. (A/8259) ENDORSING THE ESTABLISHMENT OF AN INTERGOVERNMENTAL GROUP ON TRANSFER OF TECHNOLOGY OF THE UNCTAD; REQUESTING STATES MEMBERS OF THE UNCTAD TO SUPPORT FULLY THE INTERGOVERNMENTAL GROUP."
"1212",1229,"TO ADOPT THE AMENDMENT TO OPERATIVE PARAG. 5 OF DRAFT RESOL. (A/8097) RE A CONFERENCE ON THE LAW OF THE SEA; THE AMENDMENT WOULD ENLARGE THE MEMBERSHIP OF THE SEA-BED COMMITTEE BY 44 MEMBERS, INSTEAD OF 39 MEMBERS."
"1213",1230,"TO ADOPT DRAFT RESOL. (A/8097) DECIDING TO  CONVENE IN 1973 A CONFERENCE ON THE LAW OF THE SEA TO DEAL WITH THE ESTABLISHMENT OF AN INTERNATIONAL REGIME FOR THE SEA-BED AND OCEAN FLOOR; ENLARGING THE SEA-BED COMMITTEE BY 44 MEMBERS, AND INSTRUC"
"1214",1231,"TO ADOPT DRAFT RESOL. DECIDING TO ADMIT BAHRAIN TO MEMBERSHIP IN THE UN."
"1215",1232,"TO ADOPT DRAFT RESOL. DECIDING TO ADMIT QATAR TO MEMBERSHIP IN THE UN."
"1216",1233,"TO INCLUDE OF ITEM \THE REPRESENTATION OF CHINA IN THE UNITED NATIONS\\ IN THE AGENDA.\"""""
"1217",1234,"TO EXCLUDE OF ITEM \THE COLONIAL CASE OF PUERTO RICO\\ FROM THE AGENDA.\"""""
"1218",1235,"TO INCLUDE OF ITEM \WITHDRAWAL OF UNITED STATES AND ALL OTHER FOREIGN FORCES OCCUPYING SOUTH KOREA UNDER THE FLAG OF THE UNITED NATIONS\\ ON AGENDA OF THE TWENTY-SEVENTH SESSION.  (A/PV.1939)\"""""
"1219",1236,"TO INQUIRE TO THE EXTENT OF CONSENSUS IN FOURTH COMMITTEE'S REPORT DECIDING, I.A., TO CONCLUDE CONSIDERATION OF THIS ITEM BY TAKING NOTE THAT OMAN HAS ACHIEVED GOALS SET FORTH IN UN CHARTER. (A/PV.1957)"
"1220",1237,"TO ADOPT RESOL. DECIDING TO ADMIT OMAN TO MEMBERSHIP IN THE UN. (A/PV.1957)"
"1221",1238,"TO ADOPT SAUDI ARABIA MOTION TO POSTPONE VOTING ON ALL DRAFT RESOLUTIONS UNTIL THE NEXT DAY."
"1222",1239,"TO ADOPT THE US MOTION FOR PRIORITY IN VOTING ON DRAFT RES (A/L.632) DECIDING THAT ANY PROPOSAL WHICH WOULD RESULT IN DEPRIVING THE REPUBLIC OF CHINA OF REPRESENTATION IN THE UN IS AN \IMPORTANT QUESTION\\ UNDER ARTICLE 18 OF THE CHARTER.\"""""
"1223",1240,"TO ADOPT RESOL. DECIDING THAT ANY PROPOSAL WHICH WOULD RESULT IN DEPRIVING THE REPUBLIC OF CHINA OF REPRESENTATION IN THE UN IS AN \IMPORTANT QUESTION\\ UNDER ARTICLE 18 OF THE CHARTER.\"""""
"1224",1241,"TO ADOPT THE AMENDMENT TO PREAMB PARA 2 OF RES (A/L.630 & CORR.1 & ADD.1 & 2)."
"1225",1242,"TO ADOPT THE AMENDMENT TO PREAMB PARA 3 OF RES (A/L.630 & CORR.1 & ADD.1 & 2)."
"1226",1243,"TO ADOPT THE US MOTION FOR SEPARATE VOTE ON EXPULSION CLAUSE IN RES (A/L. 630 & CORR.1 & ADD. 1 & 2)."
"1227",1244,"TO ADOPT RESOL. DECIDING TO RECOGNIZE PRC REPRS AS THE ONLY LEGITIMATE REPRS OF CHINA TO THE UN, AND TO EXPEL FORTHWITH CHIANG KAI-SHEK REPRS FROM THE UN."
"1228",1245,"TO ALLOCATE THE ITEM ON SECURITY OF MISSIONS ACCREDITED TO UN TO THE SIXTH COMMITTEE."
"1229",1246,"TO ADOPT RESOL., I.A., EXPRESSING GRAVE INDIGNATION & CONCERN OVER MALTREATMENT & TORTURE OF OPPONENTS OF APARTHEID IN SO AFRICA AND URGING ALL STATES & ORGS TO INTENSIFY EFFORTS FOR ELIMINATION OF APARTHEID & RACIAL DISCRIMINATION."
"1230",1247,"TO ADOPT RESOL., I.A., CALLING UPON US, IN COMPLIANCE WITH SC RESOLS, TO PREVENT IMPORTATION OF CHROME INTO THE UNITED STATES FROM SOUTHERN RHODESIA."
"1231",1248,"TO ADOPT RESOL. REAFFIRMING PRINCIPLE THAT THERE SHOULD BE NO INDEPENDENCE BEFORE MAJORITY RULE IN SOUTHERN RHODESIA & AFFIRMING ANY SETTLEMENT RE FUTURE OF THAT TERRITORY MUST BE WORKED OUT WITH LEADERS OF ZIMBABWE & ENDORSED BY PEOPLE."
"1232",1249,"TO ADOPT RESOL., I.A., URGING GOVTS OF DEVELOPED COUNTRIES TO IMPL INT'L DEV STRATEGY FOR 2ND UNDD, DRAWING ATTN OF STATES & UN BODIES TO RECOMMENDATIONS BASED ON 1970 RPT OF WORLD SOCIAL SITUATION, & REQ SYG TO SUBMIT NEXT SUCH RPT TO 30TH GA,"
"1233",1250,"TO ADOPT RESOL., I.A., REQ SYG TO INVITE COMMENTS FROM GOVTS ON QUESTION OF DECLARATION ON PROMOTION AMONG YOUTH OF THE IDEALS OF PEACE, MUTUAL RESPECT & UNDERSTANDING BETW PEOPLES, & DEC TO CONSIDER BY 28TH GA ITEM ON YOUTH, ITS EDUC RE HUMAN"
"1234",1251,"TO ADOPT RESOL., I.A., COMMENDING CONVENTION ON INTERNATIONAL LIABILITY FOR DAMAGE CAUSED BY SPACE OBJECTS, AND REQUESTING DEPOSITORY GOVTS OPEN CONV FOR SIGNATURE & RATIFICATION AT EARLIEST POSSIBLE DATE."
"1235",1252,"TO ADOPT RESOL., I.A., COMMENDING PROPOSAL FOR THE PREPARATION OF AN EDUCATIONAL KIT ON RACIAL DISCRIMINATION & APARTHEID IN SOUTHERN AFRICA, & REQ UNESCO TO PREPARE SUCH A KIT."
"1236",1253,"TO ADOPT RESOL., I.A., AUTHORIZING SPECIAL COMTE ON APARTHEID TO SEND REPRESENTATIVES TO INT'L CONF CONCERNED WITH SUBJECT, & TO HOLD CONSULTATIONS WITH REPRESENTATIVES OF OPPRESSED PEOPLES OF SO. AFRICA, AS WELL AS ANTI-APARTHEID ORGANIZATIONS"
"1237",1254,"TO ADOPT RESOL., I.A., DECLARING UNQUALIFIED SUPPORT OF OLYMPIC PRINCIPLE OF NON-DISCRIMINATION & CONDEMNING ACTIONS OF THE GOVERNMENT OF SOUTH AFRICA IN ENFORCING RACIAL DISCRIMINATION & SEGREGATION IN SPORTS."
"1238",1255,"TO ADOPT RESOL., I.A., CONDEMNING ESTAB OF \BANTUSTANS\\ BY GOVT OF SOUTH AFRICA & DECLARING UN WILL CONTINUE TO ENCOURAGE & PROMOTE A SOLUTION TO SITUATION IN SO. AFRICA THRU FULL APPLICATION OF HUMAN RIGHTS & FUNDAMENTAL FREEDOMS.\"""""
"1239",1256,"TO ADOPT RESOL., I.A., CONDEMNING COOP BY CERTAIN STATES & FOREIGN ECON INTERESTS WITH SO. AFRICA IN MIL, ECON, POL & OTHER FIELDS, AND REQ SPECIAL COMTE ON APARTHEID TO ARRANGE FOR PUB OF PERIODIC BULLETIN ON COLLABORATION OF GOVTS & PRIVATE E"
"1240",1257,"TO ADOPT RESOL., I.A., REQ SYG TO INTENSIFY INFO ACTIVITIES IN PROMOTION OF ACTION TO ELIMINATE APARTHEID & INVITING GOVTS, SPECIALIZED AGENCIES, ET AL, TO CONTRIBUTE TO, AND COOPERATION WITH, UN IN DISSEMINATING INFO ON APARTHEID."
"1241",1258,"TO ADOPT RESOL., I.A., APPEALING TO ALL NAT'L & INT'L TRADE UNION ORGS TO INTENSIFY THEIR ACTION VS APARTHEID, & AUTHORIZING THE SPECIAL COMTE ON APARTHEID TO SEND A MISSION TO THE INT'L LABOR CONF, GENEVA, JUNE 1972, TO CONSIDER POSSIBLE ACTIO"
"1242",1259,"TO ADOPT RESOL., I.A., CALLING ON ALL GOVTS TO IMPLEMENT FULLY ARMS EMBARGO VS SO. AFRICA, & REQ SPECIAL COMTE ON APARTHEID TO UNDERTAKE A COMPREHENSIVE STUDY ON MILITARY ASSISTANCE TO SOUTH AFRICA BY GOVTS & PRIVATE ENTERPRISES, & RPT THEREON"
"1243",1260,"TO ADOPT RESOL. I.A., APPEALING TO ALL FOR CONTRIBS TO TRUST FUND & AUTHORIZING COMTE OF TRUSTEES TO SEND A REPR FROM HQTRS TO HOLD INFORMATIVE DISCUSSIONS, AS NECESSARY, WITH VOLUNTARY ORGS CONCERNED."
"1244",1261,"TO ADOPT RESOL., I.A., DEPLORING ISRAELI ACTIONS IN GAZA STRIP OF DESTROYING REFUGEE SHELTERS & FORCIBLE REMOVAL OF THEIR OCCUPANTS AS CONTRAVENING GENEVA CONV & A/RES/2675 (XXV); & CALLING UPON ISRAEL TO DESIST FROM FURTHER DESTRUCTION & REMOV"
"1245",1262,"TO ADOPT RESOL. RECOGNIZING THAT THE PEOPLE OF PALESTINE ARE ENTITLED TO EQUAL RIGHTS & SELF-DETERMINATION, IN ACCORD WITH UN CHARTER, AND THAT FULL RESPECT FOR THEIR INALIENABLE RIGHTS IS AN INDISPENSABLE ELEMENT IN ESTABLISHMENT OF JUST & LAS"
"1246",1263,"TO ADOPT RESOL., I.A., CONSIDERING THE PLIGHT OF THE DISPLACED INHABITANTS & CALLING ONCE MORE UPON THE GOVT OF ISRAEL TO TAKE STEPS WITHOUT FURTHER DELAY FOR THE RETURN OF THOSE INHABITANTS WHO HAD FLED THE AREAS SINCE THE OUTBREAK OF HOSTILIT"
"1247",1264,"TO RETAIN OPERATIVE PARAG. 1 OF SECTION II REAFFIRMING THAT APARTHEID IS A CRIME AGAINST HUMANITY."
"1248",1265,"TO RETAIN OPERATIVE PARA 2 OF SECTION II DECLARING THAT RACIAL DISCRIM IN ALL ITS FORMS IS A CRIMINAL AFFRONT TO THE CONSCIENCE & DIGNITY OF MANKIND."
"1249",1266,"TO RETAIN OPERATIVE PARA 3 OF SECTION II REAFFIRMING LEGITIMACY OF STRUGGLES OF OPPRESSED PEOPLES, & THOSE IN SOUTHERN AFRICA PARTICULARLY, AGAINST COLONIAL, RACIAL & ALIEN DOMINATION."
"1250",1267,"TO RETAIN OPERATIVE PARA 4 OF SECTION II REQ A HR COMN STUDY TO LEAD TO FURTHER INTERNATIONAL INSTRUMENTS TO DEAL WITH CRIMES AGAINST HUMANITY, PARTICULARLY APARTHEID."
"1251",1268,"TO RETAIN OPERATIVE PARA 5 OF SECTION II CONDEMNING THOSE COUNTRIES WHICH ENCOURAGE & INCITE SO. AFRICA TO PERSIST IN ITS RACIAL POLICY."
"1252",1269,"TO RETAIN OPERATIVE PARA 6 OF SECTION II STRONGLY CONDEMNING ALL GOVTS THAT CONTINUE TO SUPPLY ARMS TO THE PRETORIA REGIME IN VIOLATION OF GA & SC RESOLUTIONS."
"1253",1270,"TO RETAIN OPERATIVE PARA 1 OF SECTION III NOTING WITH APPRECIATION RPT OF COMTE ON ELIM OF RACIAL DISCRIM."
"1254",1271,"TO RETAIN OPERATIVE PARA 5 OF SECTION III CONDEMNING GOVT OF PORTUGAL FOR PERSISTING IN ITS COLONIALIST POLICIES IN AFRICA & CONTINUING ITS WAR AGAINST PEOPLES OF TERRE UNDER ITS DOMINATION."
"1255",1272,"TO RETAIN OPERATIVE PARA 6 OF SECTION III INVITING ECOSOC TO REQ HR COMN TO CONTINUE ITS COMPREHENSIVE STUDIES OF POLICIES & PRACTICES OF RACIAL DISCRIMINATION."
"1256",1273,"TO RETAIN PARAG. 2 OF ANNEX TO RES CONTAINING MESSAGE FROM PRES OF 26TH GA TO HEADS OF STATE OR GOVERNMENT."
"1257",1274,"TO RETAIN ANNEX TO RES CONTAINING MESSAGE FROM PRES OF 26TH GA TO HEADS OF STATE OR GOVERNMENT."
"1258",1275,"TO ADOPT RESOL., I.A., REQ GA PRES TO FORWARD ANNEX TO HEADS OF STATES; REAFFIRMING THAT APARTHEID IS A CRIME VS HUMANITY; CONDEMNING PORTUGAL'S COLONIALIST POLICIES IN AFRICA; & CALLING UPON UK TO ADOPT MEASURES, INCL USE OF FORCE, TO END ILLE"
"1259",1276,"TO ADOPT RESOL., I.A., INVITING SYG TO TRANSMIT DRAFT CONV ON SUPPRESSION SION & PUNISHMENT OF CRIME OF APARTHEID TO HR COMN & REC HR COMN & ECOSOC CONSIDER THIS ITEM & SUBMIT DRAFT TEXT OF SUBJECT CONVENTION TO THE 27 G.A. SESSION."
"1260",1277,"TO ADOPT RESOL., I.A., URGING ALL STATES TO IMPLEMENT PROGRAM TO IMPROVE CONDITIONS OF THOSE SUFFERING FROM EFFECTS OF RACIAL DISCRIM; DEVOTE ATTN TO EDUCATION OF YOUTH; & REQ SYG TO PURSUE PROGRAM AFTER INT'L YR TO BUILD UP PUBLIC OPINION GAIN"
"1261",1278,"TO RETAIN THE WORDS \AND THE PALESTINIAN PEOPLE\\ IN PREAMBULATORY PARAG. 8 OF RESOLUTION.\"""""
"1262",1279,"TO RETAIN THE WORDS \AS WELL AS THE PALESTINIAN PEOPLE\\ IN OPERATIVE PARAG. 1 OF THE RESOLUTION.\"""""
"1263",1280,"TO ADOPT RESOL., I.A., CONDEMNING STATES CONTRIBUTING TO CREATION OF MILITARY-INDUSTRIAL COMPLEX IN SOUTHERN AFRICA AIMED AT SUPPRESSING LIBERATION MOVEMENTS & COLONIAL POWERS SUPPRESSING RIGHTS OF PEOPLES TO SELF-DETERMINATION."
"1264",1281,"TO ADOPT RESOL., I.A., CALLING UPON GOVTS OF INDIA & PAKISTAN TO TAKE ALL MEASURES FOR AN IMMEDIATE CEASE-FIRE & WITHDRANAL OF THEIR ARMED FORCES; TO INTENSIFY EFFORTS FACILITATING VOLUNTARY RETURN OF EAST PAKISTAN REFUGEES TO THEIR HOMES; & CA"
"1265",1282,"TO ADOPT THE RESOL. DECIDING TO ADMIT UNITED ARAB EMIRATES TO MEMBERSHIP IN THE U.N."
"1266",1283,"TO ADOPT RESOL., I.A., CONDEMNING PORTUGAL'S COLONIAL POLICY & HER WAGING OF COLONIAL WAR; APPEALING TO ALL STATES, ESP THOSE IN NATO, TO WITHHOLD ASSISTANCE TO PORTUGAL, & DRAWING ATTENTION OF SECURITY COUNCIL TO URGENT NECESSITY OF SECURING F"
"1267",1284,"TO ADOPT RESOL., I.A., STRONGLY DEPLORING UK'S FAILURE TO END ILLEGAL REGIME IN SR & CONDEMNING INTERVENTION OF SOUTH AFRICAN ARMED FORCES IN SR; CALLING UPON UK TO SUBMIT RPT TO SPEC COMTE ON COLONIALISM & FOR THE SECURITY COUNCIL TO WIDEN SAN"
"1268",1285,"TO AMEND TO RES (A/L.650/REV.1) ADDING NEW PREAMB PARAG. AFTER PREAMB PARA 4."
"1269",1286,"TO AMEND TO RES (A/L.650/REV.1) REPLACING OP PARAS 1 THRU 5 WITH OTHERS."
"1270",1287,"TO AMEND TO RES (A/L.650/REV.1) CALLING ON THE SYG TO REACTIVATE THE MISSION OF THE SPECIAL REPRESENTATIVE OF THE SYG TO THE MIDDLE EAST, PURSUANT TO S/RES/242(1967)."
"1271",1288,"TO AMEND TO RES (A/L.650/REV.1) CALLING ON THE PARTIES TO RESUME IMMEDIATELY THE CONVERSATIONS UNDER AUSPICES OF THE SPECIAL REPRESENTATIVE WITH A VIEW TO CONCLUDING A PEACE AGREEMENT."
"1272",1290,"TO AMEND TO RES (A/L.650/REV.1) REPLACING OP PARA 4 & 5 NITH A NEW OP PARA."
"1273",1291,"TO AMEND TO RES (A/L.650/REV.1) DELETING OP PARA 8."
"1274",1292,"TO ADOPT THE MOTION FOR DIVISION IN VOTE ON RES CONTAINED IN A/L.650/REV.1"
"1275",1293,"TO ADOPT RESOL., I.A., REAFFIRMING ACQUISITION OF TERRITORIES BY FORCE IS INADMISSIBLE & SUCH TERRITORIES MUST BE RESTORED; REQ SYG TO REACTIVATE MISSION OF HIS SPECIAL REPRESENTATIVE TO THE ME; & TO RPT TO SC & GA ON PROGRESS MADE BY THE SPEC"
"1276",1294,"TO ADOPT RESOL., I.A., REQ PARTIES TO RENEW NEGOTIATIONS THROUGH THE MISSION OF THE SPECIAL REPRESENTATIVE & URGING PARTIES TO STUDY THE CONCILIATION PROPOSALS OF THE COMMISSION OF HEADS OF AFRICAN STATES"
"1277",1295,"TO ADOPT THE ORAL AMEND TO OPERATIVE PARA 1(C) OF RES (A/8563) REPLACING WORD \SUBREGIONAL\\ BY WORD \\""REGIONAL\\"".\"""""
"1278",1296,"TO AMEND TO OP PARA 2 OF RES (A/8563) REPLACING PHRASE \AT THE ORGANIZATIONAL MEETINGS OF ITS FIFTY-SECOND SESSION\\ BY PHRASE \\""AT ITS RESUMED FIFTY-FIRST SESSION.\\"""""
"1279",1297,"TO RETAIN THE PHRASE \TO BE ELECTED FROM AMONG STATES MEMBERS OF THE UNITED NATIONS OR MEMBERS OF THE SPECIALIZED AGENCIES OR OF THE INTERNATIONAL ATOMIC ENERGY AGENCY\\ IN OP PARA 1 OF RES (A/8563).\"""""
"1280",1298,"TO ADOPT THE RESOL. DECIDING TO ENLARGE THE MEMBERSHIP OF THE UNDP GOVERNING COUNCIL TO 48 MEMBERS - ALLOCATION OF STATES SPELLED OUT IN RES; REQ ECOSOC AT ITS RESUMED 51ST SESSION TO ELECT THE ADDITIONAL 11 MEMBERS OF THE GC."
"1281",1299,"TO ADOPT RESOL., I.A., WELCOMING STATEMENT OF SYG THAT DISSEMINATION OF INFO & MOBILIZATION OF PUBLIC OPINION RE PROGRESS IN IMPLEMENTATION OF GOALS & OBJECTIVES OF 2ND UNDD SHOULD BE INTENSIFIED, & URGING GOVTS TO COOP WITH SYG IN THIS MATTER."
"1282",1300,"TO ADOPT OPERATIVE PARA 3 OF RES."
"1283",1301,"TO ADOPT OPERATIVE PARA 4 OF RES."
"1284",1302,"TO ADOPT OPERATIVE PARA 10 OF RES."
"1285",1303,"RES, I.A., CALLING UPON SYG TO APPOINT A DISASTER RELIEF COORDINATOR, NORMALLY FOR TERM OF 5 YRS AND AT LEVEL COMPARABLE WITH THAT OF UNDER-SYG, & ENDORSING SYG'S PROPOSALS FOR PERMANENT UN OFFICE IN GENEVA TO SERVE AS FOCAL POINT IN UN SYSTEM"
"1286",1304,"TO ADOPT THE RESOL., I.A., REAFFIRMING RESPONSIBILITY OF UN IN GOAL OF ATTAINMENT OF GENERAL AND COMPLETE DISARMAMENT, AND URGING CONFERENCE OF THE COMMITTEE ON DISARMAMENT (CCD) AT ITS NEXT SESSION, TO RESUME ITS EFFORTS ALONG LINES SET FORTH"
"1287",1305,"RES, I.A., AFFIRMING VALUE OF HOLDING CONFERENCES OF EXPERTS & SCIENTISTS FROM VARIOUS COUNTRIES ON PROBLEMS OF ARMS RACE AND DISARMAMENT, AND SUPPORTING REQ TO SYG TO PREPARE AUTHORITATIVE RPTS ON THIS SUBJECT."
"1288",1306,"TO ADOPT OPERATIVE PARA 1 OF RES."
"1289",1307,"TO ADOPT OPERATIVE PARAS 2 AND 3 OF RES."
"1290",1308,"TO ADOPT RESOL., I.A., DECLARING INDIAN OCEAN TO BE DESIGNATED FOR ALL TIME AS A ZONE OF PEACE; ELIMINATING FROM INDIAN OCEAN ALL BASES & MILITARY MANIFESTATIONS; AND CALLING UPON LITTORAL & HINTERLAND STATES OF INDIAN OCEAN, SC MBRS AND OTHERS"
"1291",1309,"REITERATING SOLEMNLY AND MOST EMPHATICALLY ITS CONDEMNATION OF ALL NUCLEAR WEAPON TESTS & URGING GOVTS OF NUCLEAR-WEAPON STATES TO BRING TO A HALT ALL NUCLEAR WEAPON TESTS AT EARLIEST POSSIBLE DATE."
"1292",1310,"APPEALING TO THE NUCLEAR POWERS TO DESIST FROM CARRYING OUT FURTHER NUCLEAR & THERMONUCLEAR TESTS, AND URGING THEM TO REACH AN AGREEMENT ON THE CESSATION OF ALL SUCH TESTS."
"1293",1311,"TO RETAIN THE PHRASE \AND THAT SOME CONTINUE TO TEST IN THE ATMOSPHERE\\ AT END OF PREAMB PARA 5 OF RES.\"""""
"1294",1312,"TO RETAIN THE PHRASE \AND MEANWHILE TO REFRAIN FROM TESTING IN THE ENVIRONMENTS COVERED BY THAT TREATY\\ AT END OF OPERATIVE PARA 2 OF RES.\"""""
