"","X","short"
"633",640,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"634",641,"ALGERIA"
"635",642,"ALGERIA, \POURPARLERS\\""	TO ADOPT 3RD PREAMBULAR PARAGRAPH OF PAKISTAN DRAFT RESOLUTION (A/L.276), RECALLING RESOLUTION 1184 (XII) ON THE USE OF \POURPARLERS\\"" AND OTHER MEANS, IN EFFECTING SOLUTIONS TO INTERNATIONAL PROBLEMS.\"""""
"636",643,"ALGERIA"
"637",644,"ALGERIA"
"638",645,"ALGERIA, SELF-DETERMINATION"
"639",646,"ALGERIA, \POURPARLERS\\""	TO ADOPT OPERATIVE PARAGRAPH 2 OF THE PAKISTAN DRAFT THROUGH \POURPARLERS\\"".\"""""
"640",647,"ALGERIA"
"641",648,"TRUSTEESHIP COUNCIL MEMBERSHIP"
"642",649,"TRUSTEESHIP COUNCIL MEMBERSHIP"
"643",650,"TRUSTEESHIP COUNCIL ELECTIONS"
"644",651,"FRANCE, TRUSTEESHIP COUNCIL"
"645",652,"ITALY, TRUSTEESHIP COUNCIL"
"646",653,"TRUSTEESHIP COUNCIL MEMBERSHIP"
"647",654,"TRUSTEESHIP COUNCIL MEMBERSHIP"
"648",655,"TRUSTEESHIP COUNCIL MEMBERSHIP"
"649",656,"TRUSTEESHIP COUNCIL MEMBERSHIP"
"650",657,"TRUSTEESHIP COUNCIL MEMBERSHIP"
"651",658,"TRUSTEESHIP COUNCIL MEMBERSHIP"
"652",659,"SUMMIT CONFERENCE"
"653",660,"U.S. AND SOVIET RELATIONS"
"654",661,"U.S. AND SOVIET RELATIONS"
"655",662,"CHINA REPRESENTATION"
"656",663,"CHINA REPRESENTATION"
"657",664,"CHINA REPRESENTATION"
"658",665,"CHINA REPRESENTATION"
"659",666,"CHINA REPRESENTATION"
"660",667,"CHINA REPRESENTATION"
"661",668,"CHINA REPRESENTATION"
"662",669,"TIBET"
"663",670,"HUNGARY"
"664",671,"DISARMAMENT"
"665",672,"DISARMAMENT"
"666",673,"U.S. AGGRESSION"
"667",674,"PEACEFUL RELATIONS"
"668",675,"U.S. AGGRESSION"
"669",676,"U.S. AGGRESSION"
"670",677,"CONGO"
"671",678,"SECURITY COUNCIL ELECTIONS"
"672",679,"ICJ, ELECTIONS"
"673",680,"CHINA REPRESENTATION"
"674",681,"CHINA REPRESENTATION"
"675",682,"CHINA REPRESENTATION"
"676",683,"CHINA REPRESENTATION"
"677",684,"CONGO, CREDENTIALS"
"678",685,"CONGO, CREDENTIALS"
"679",686,"COLONIALISM"
"680",687,"COLONIALISM"
"681",688,"COLONIALISM"
"682",689,"COLONIALISM"
"683",690,"COLONIALISM, SELF-DETERMINATION"
"684",691,"NON SELF GOVERNING TERRITORIES, DISCRIMINATION"
"685",692,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"686",693,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"687",694,"SOUTH WEST AFRICA"
"688",695,"SOUTH WEST AFRICA, COURT CASE"
"689",696,"APARTHEID"
"690",697,"SOUTH WEST AFRICA, U.N. INVESTIGATION"
"691",698,"ALGERIA, CEASE-FIRE"
"692",699,"ALGERIA, NEGOTIATIONS"
"693",700,"ALGERIA, PLEBISCITE"
"694",701,"ALGERIA, PLEBISCITE"
"695",702,"ALGERIA, SELF-DETERMINATION"
"696",703,"ADMISSION CONGO"
"697",704,"CONGO"
"698",705,"DISARMAMENT, NUCLEAR"
"699",706,"DISARMAMENT, NUCLEAR TESTING"
"700",707,"DISARMAMENT, NUCLEAR TESTING"
"701",708,"RWANDA-BURUNDI, REFERENDUM"
"702",709,"RWANDA-BURUNDI, LAND REFORM"
"703",710,"PEACEKEEPING EXPENSES"
"704",711,"SOUTH WEST AFRICA"
"705",712,"ANGOLA"
"706",713,"SOUTH WEST AFRICA"
"707",714,"APARTHEID, THREAT TO PEACE"
"708",715,"SOUTH AFRICA, SANCTIONS"
"709",716,"APARTHEID"
"710",717,"APARTHEID, THREAT TO PEACE"
"711",718,"APARTHEID, SOUTH AFRICA SANCTIONS"
"712",719,"CONGO, PEACEKEEPING"
"713",721,"CONGO, BELGIAN TROOPS"
"714",722,"CONGO, BELGIAN TROOPS"
"715",726,"CONGO"
"716",728,"CONGO, NATIONAL GOVERNMENT"
"717",729,"CONGO, U.N. COMMISSION"
"718",730,"CONGO, RELEASE OF PARLIAMENT MEMBERS"
"719",731,"CONGO, U.N. PROTECTION OF PARLIAMENT"
"720",732,"CONGO, U.N. INVESTIGATION"
"721",733,"ADMISSION OF NEW MEMBERS"
"722",734,"ADMISSION OF NEW MEMBERS"
"723",735,"ADMISSION MAURITANIA"
"724",736,"ADMISSION MAURITANIA"
"725",737,"ADMISSION MAURITANIA"
"726",738,"ANGOLA, PORTUGESE POLICY"
"727",739,"ANGOLA"
"728",740,"PALESTINE, REFUGEES"
"729",741,"PALESTINE, REFUGEES"
"730",742,"PALESTINE, REFUGEES"
"731",743,"PALESTINE, REFUGEES"
"732",744,"RWANDA-BURUNDI, SELF-DETERMINATION"
"733",745,"RWANDA-BURUNDI, SELF-DETERMINATION"
"734",746,"U.N. INFORMATION IN NSGT"
"735",747,"CAMEROON, SELF-DETERMINATION"
"736",748,"CAMEROON, SELF-DETERMINATION"
"737",749,"CONGO, PEACEKEEPING"
"738",750,"CUBA"
"739",751,"CUBA"
"740",752,"CUBA"
"741",753,"CUBA"
"742",754,"CUBA"
"743",755,"CONGO, PEACEKEEPING APPROPRIATIONS"
"744",756,"CONGO, PEACEKEEPING APPROPRIATIONS"
"745",757,"CONGO, PEACEKEEPING APPROPRIATIONS"
"746",758,"CONGO, PEACEKEEPING APPROPRIATIONS"
"747",759,"PEACEKEEPING FINANCES"
"748",760,"PEACEKEEPING FINANCES"
"749",761,"CONGO, ARMS PROVISIONS"
"750",762,"CONGO"
"751",763,"TIBET"
"752",764,"HUNGARY"
"753",765,"SOUTH AFRICA"
"754",766,"SOUTH AFRICA"
"755",767,"BURUNDI, ASSASSINATION"
"756",768,"RADIATION STUDY"
"757",769,"ADMISSION MAURITANIA"
"758",770,"NUCLEAR TESTING, USSR"
"759",771,"NUCLEAR TESTING"
"760",772,"DISARMAMENT"
"761",773,"ALGERIA, PRISONERS"
"762",774,"DENUCLEARIZATION, AFRICA"
"763",775,"DISARMAMENT, NUCLEAR"
"764",776,"DISARMAMENT, NUCLEAR"
"765",777,"DISARMAMENT, NUCLEAR"
"766",778,"DISARMAMENT, NUCLEAR"
"767",779,"COLONIALISM"
"768",780,"INDEPENDENCE, IMPLEMENTATION"
"769",781,"NON SELF GOVERNING TERRITORIES"
"770",782,"WEST IRIAN"
"771",783,"WEST IRIAN"
"772",784,"SOUTH AFRICA, SANCTIONS"
"773",785,"SOUTH AFRICA, SANCTIONS"
"774",786,"SOUTH AFRICA, SANCTIONS"
"775",787,"SOUTH AFRICA, SANCTIONS"
"776",788,"SOUTH AFRICA, SANCTIONS"
"777",789,"OMAN, SELF-DETERMINATION"
"778",790,"CHINA REPRESENTATION"
"779",791,"CHINA REPRESENTATION"
"780",792,"CHINA REPRESENTATION"
"781",793,"CHINA REPRESENTATION"
"782",794,"CHINA REPRESENTATION"
"783",795,"CONSULAR RELATIONS"
"784",796,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"785",797,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"786",798,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"787",799,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"788",800,"TRADE PROBLEMS, CONFERENCE"
"789",801,"INDUSTRIAL DEVELOPMENT"
"790",802,"POPULATION AND ECONOMIC GROWTH"
"791",803,"POPULATION AND ECONOMIC GROWTH"
"792",804,"POPULATION AND ECONOMIC GROWTH"
"793",805,"TIBET"
"794",806,"ALGERIA, NEGOTIATIONS"
"795",807,"PALESTINE, CONCILIATION COMMISSION"
"796",808,"PALESTINE, REFUGEES"
"797",809,"PALESTINE, CONCILIATION COMMISSION"
"798",810,"PALESTINE, CONCILIATION COMMISSION"
"799",811,"PEACEKEEPING FINANCES"
"800",812,"PEACEKEEPING FINANCES"
"801",813,"PEACEKEEPING FINANCES"
"802",814,"U.N. EMERGENCY FORCE"
"803",815,"U.N. BUDGET, U.S. BONDS"
"804",816,"KOREA"
"805",817,"HUNGARY, SOVIET INTERVENTION"
"806",818,"ANGOLA, PORTUGESE SUPPRESSION"
"807",819,"ANGOLA"
"808",821,"ANGOLA"
"809",822,"ANGOLA, SELF-DETERMINATION"
"810",823,"U.S. THREATS TO CUBA"
"811",824,"U.S. THREATS TO CUBA"
"812",825,"U.S. THREATS TO CUBA"
"813",826,"U.S. THREATS TO CUBA"
"814",827,"U.S. THREATS TO CUBA"
"815",828,"RHODESIA, SELF-DETERMINATION"
"816",829,"RHODESIA"
"817",830,"RWANDA-BURUNDI, BELGIAN TROOPS"
"818",832,"RWANDA-BURUNDI"
"819",833,"RWANDA-BURUNDI, SELF-DETERMINATION"
"820",834,"RWANDA-BURUNDI, SELF-DETERMINATION"
"821",835,"RHODESIA, SELF-DETERMINATION"
"822",836,"RHODESIA, SELF-DETERMINATION"
"823",837,"RHODESIA, SELF-DETERMINATION"
"824",838,"TUNISIA, FRENCH TROOPS"
"825",839,"SOUTHERN RHODESIA"
"826",840,"WEST IRIAN"
"827",841,"HUNGARY"
"828",842,"RHODESIA"
"829",843,"CHINA REPRESENTATION"
"830",844,"RHODESIA, POLITICAL PRISONERS"
"831",845,"SOUTH AFRICA, SANCTIONS"
"832",846,"SOUTH AFRICA, SANCTIONS"
"833",847,"DISARMAMENT, NUCLEAR TESTING"
"834",848,"DISARMAMENT, NUCLEAR TESTING"
"835",849,"DISARMAMENT, NUCLEAR TESTING"
"836",850,"NUCLEAR TESTING, U.S., U.K, U.S.S.R."
"837",851,"NUCLEAR TESTING, U.S., U.K, U.S.S.R."
"838",852,"NUCLEAR TESTING, U.S., U.K, U.S.S.R."
"839",853,"NUCLEAR TESTING, U.S., U.K, U.S.S.R."
"840",854,"DISARMAMENT, NUCLEAR TESTING"
"841",855,"DISARMAMENT, NUCLEAR TESTING"
"842",856,"MARRIGE CONVENTION"
"843",857,"MARRIGE CONVENTION"
"844",858,"RADIATION STUDY"
"845",859,"ATOMIC ENERGY CONFERENCE"
"846",860,"CHINESE REFUGEES"
"847",861,"TARIFF AND TRADE BARRIERS"
"848",862,"OMAN, SELF-DETERMINATION"
"849",863,"OMAN, NEGOTIATIONS"
"850",864,"OMAN, SELF-DETERMINATION"
"851",865,"NATURAL RESOURCES"
"852",866,"NATIONALIZATION OF RESOURCES"
"853",867,"NATURAL RESOURCES"
"854",868,"PORTUGESE TERRITORIES"
"855",869,"COLONIALISM"
"856",871,"COLONIALISM"
"857",872,"DECOLONIZATION, INFORMATION"
"858",874,"COLONIALISM"
"859",875,"ANGOLA, PORTUGESE SUPPRESSION"
"860",876,"ANGOLA, PORTUGESE SUPPRESSION"
"861",877,"POPULATION AND DEVELOPMENT"
"862",878,"POPULATION PROBLEMS"
"863",879,"PEACEKEEPING FINANCES"
"864",880,"PALESTINE CONCILIATION COMMISSION"
"865",881,"PALESTINE CONCILIATION COMMISSION"
"866",882,"HUNGARY, SOVIET INTERVENTION"
"867",883,"HUNGARY, SOVIET INTERVENTION"
"868",884,"HUNGARY, SOVIET INTERVENTION"
"869",885,"APARTHEID"
"870",886,"APARTHEID, POLITICAL PRISONERS"
"871",887,"SOUTH AFRICA, U.N. RESOLUTIONS"
"872",888,"RHODESIA"
"873",889,"PEACEKEEPING FINANCES"
"874",890,"CHINA REPRESENTATION"
"875",891,"RHODESIA"
"876",892,"SOUTH WEST AFRICA"
"877",893,"LEAGUE OF NATIONS, TREATIES"
"878",894,"LEAGUE OF NATIONS, TREATIES"
"879",895,"DISARMAMENT, NUCLEAR"
"880",896,"DENUCLEARIZATION, LATIN AMERICA"
"881",897,"PALESTINE CONCILIATION COMMISSION"
"882",898,"SELF-DETERMINATION, PORTUGESE TERRITORIES"
"883",899,"WORLD SOCIAL PROGRESS"
"884",900,"OMAN, AD HOC COMMITTEE"
"885",901,"INDEPENDENCE, IMPLEMENTATION"
"886",902,"ELECTRICAL VOTING EQUIPMENT"
"887",903,"ELECTRICAL VOTING EQUIPMENT"
"888",904,"KOREA"
"889",905,"SCPIL FACT FINDING"
"890",906,"SCPIL FACT FINDING"
"891",907,"APARTHEID"
"892",908,"APARTHEID"
"893",909,"PEACEKEEPING FINANCES"
"894",910,"U.N. EMERGENCY FORCE"
"895",911,"SECURITY COUNCIL ENLARGEMENT"
"896",912,"ECOSOC, ENLARGEMENT"
"897",913,"ECOSOC, ENLARGEMENT"
"898",914,"U.N. EMERGENCY FORCE, 1963"
"899",915,"U.N. OPERATIONS, CONGO"
"900",916,"U.N. CONTRIBUTIONS, UNEF, ONUC"
"901",917,"VOTING PROCEDURE"
"902",918,"RHODESIA"
"903",919,"ADEN"
"904",920,"ADEN"
"905",921,"RHODESIA"
"906",922,"CHINA REPRESENTATION"
"907",923,"CHINA REPRESENTATION"
"908",924,"DISARMAMENT, NUCLEAR"
"909",925,"DISARMAMENT, WORLD CONFERENCE"
"910",926,"DISARMAMENT"
"911",927,"DISARMAMENT, NUCLEAR TESTING"
"912",928,"DENUCLEARIZATION, AFRICA"
"913",929,"UNRWA"
"914",930,"SOUTH AFRICA, SANCTIONS"
"915",931,"COOK ISLANDS, SELF-DETERMINATION"
"916",932,"COOK ISLANDS, SELF-DETERMINATION"
"917",933,"COOK ISLANDS, SELF-DETERMINATION"
"918",934,"ARGENTINA AND U.K., FALKLAND ISLANDS"
"919",935,"EQUATORIAL GUINEA, PLEBESCITE"
"920",936,"STATUS OF ISLAND TERRITORIES"
"921",937,"STATUS OF ISLAND TERRITORIES"
"922",938,"SPAIN AND U.K., GIBRALTAR"
"923",939,"BRITISH GUIANA, STATE OF EMERGENCY"
"924",940,"IFNI AND SPANISH SAHARA"
"925",941,"IFNI AND SPANISH SAHARA"
"926",942,"IFNI AND SPANISH SAHARA"
"927",943,"OMAN"
"928",944,"OMAN, U.N. SPECIAL COMMITTEE"
"929",945,"OMAN, SELF-DETERMINATION"
"930",946,"CYPRUS"
"931",947,"HUMAN RIGHTS, TIBET"
"932",948,"INDEPENDENCE, IMPLEMENTATION"
"933",949,"INDEPENDENCE, IMPLEMENTATION"
"934",950,"RACIAL DISCRIMINATION"
"935",951,"RACIAL DISCRIMINATION"
"936",952,"PORTUGESE TERRITORIES"
"937",953,"NAURU, SELF-DETERMINATION"
"938",954,"NEW GUINEA AND PAUPA"
"939",955,"SOUTH AFRICA, CREDENTIALS"
"940",956,"U.N. EMERGENCY FORCE"
"941",957,"INTERVENTION"
"942",958,"KOREA"
"943",959,"KOREA"
"944",960,"ZIMBABWE, SELF-DETERMINATION"
"945",961,"SOUTH WEST AFRICA"
"946",962,"SOUTH WEST AFRICA"
"947",963,"SOUTH WEST AFRICA"
"948",964,"SOUTH WEST AFRICA, AD HOC COMMITTEE"
"949",965,"SOUTH AFRICA"
"950",966,"DISARMAMENT, NUCLEAR"
"951",967,"CHINA REPRESENTATION"
"952",968,"CHINA REPRESENTATION"
"953",969,"CHINA REPRESENTATION"
"954",970,"PROHIBITION, USE OF FORCE"
"955",971,"TREATY CONVENTION"
"956",972,"PRINCIPLES OF FRIENDLY RELATIONS"
"957",973,"PORTUGESE TERRITORIES"
"958",974,"U.N. CAPITAL DEVELOPMENT FUND"
"959",975,"U.N. CAPITAL DEVELOPMENT FUND"
"960",976,"COLONIALISM, MILITARY INSTALLATIONS"
"961",977,"COLONIALISM, MILITARY INSTALLATIONS"
"962",978,"COLONIALISM, MILITARY INSTALLATIONS"
"963",979,"U.N. EMERGENCY FORCE"
"964",980,"U.N. EMERGENCY FORCE"
"965",981,"HUMAN RIGHTS, INTERNATIONAL COVENANT"
"966",982,"HUMAN RIGHTS, INTERNATIONAL COVENANT"
"967",983,"HUMAN RIGHTS, INTERNATIONAL COVENANT"
"968",984,"HUMAN RIGHTS, INTERNATIONAL COVENANT"
"969",985,"HUMAN RIGHTS, INTERNATIONAL COVENANT"
"970",986,"HUMAN RIGHTS, INTERNATIONAL COVENANT"
"971",987,"SOUTH AFRICA, APARTHEID"
"972",988,"SOUTH AFRICA, U.N. TRUST FUND"
"973",989,"U.N. PEACEKEEPING"
"974",990,"U.N. PEACEKEEPING"
"975",991,"U.N. PEACEKEEPING, VOTING ISSUE"
"976",992,"KOREA"
"977",993,"KOREA"
"978",994,"KOREA"
"979",995,"KOREA"
"980",996,"KOREA"
"981",997,"KOREA"
"982",998,"KOREA"
"983",999,"GIBRALTAR, SELF-DETERMINATION"
"984",1000,"NAURU, SELF-DETERMINATION"
"985",1001,"NEW GUINEA AND PAUPA"
"986",1002,"NEW GUINEA AND PAUPA"
"987",1003,"NEW GUINEA AND PAUPA"
"988",1004,"FRENCH SOMALILAND, REFERENDUM"
"989",1005,"FRENCH SOMALILAND, REFERENDUM"
"990",1006,"IFNI AND SPANISH SAHARA"
"991",1007,"IFNI AND SPANISH SAHARA"
"992",1008,"NON SELF GOV. TERRITORIES, MILITARY INSTALLATIONS"
"993",1009,"NON SELF GOV. TERRITORIES, MILITARY INSTALLATIONS"
"994",1010,"OMAN"
"995",1011,"EQUATORIAL GUINEA"
"996",1012,"WORKING LANGUAGES"
"997",1013,"AGGRESSION, DEFINITION"
"998",1014,"SOUTHERN RHODESIA"
"999",1015,"KOREA"
"1000",1016,"PORTUGESE TERRITORIES"
"1001",1017,"PORTUGESE TERRITORIES"
"1002",1018,"CHINA REPRESENTATION"
"1003",1019,"CHINA REPRESENTATION"
"1004",1020,"CHINA REPRESENTATION"
"1005",1021,"CHINA REPRESENTATION"
"1006",1022,"CHINA REPRESENTATION"
"1007",1023,"DENUCLEARIZATION, LATIN AMERICA"
"1008",1024,"INDEPENDENCE, ECONOMIC IMPEDIMENTS"
"1009",1025,"INDEPENDENCE, ECONOMIC IMPEDIMENTS"
"1010",1026,"DISARMAMENT, NUCLEAR"
"1011",1027,"INDUSTRIAL DEVELOPMENT"
"1012",1028,"INDUSTRIAL DEVELOPMENT"
"1013",1029,"INDUSTRIAL DEVELOPMENT"
"1014",1030,"ATOMIC ENERGY CONFERENCE"
"1015",1031,"SOUTHERN RHODESIA, COLONIAL RULE"
"1016",1032,"SOUTH AFRICA, PORTUGAL; COLONIAL RULE"
"1017",1033,"COLONIAL RULE"
"1018",1034,"U.N. CAPITAL DEVELOPMENT FUND"
"1019",1035,"SOUTH AFRICA, POLITICAL PRISONERS"
"1020",1036,"SOUTH WEST AFRICA"
"1021",1037,"PRINCIPLES OF FRIENDLY RELATIONS"
"1022",1038,"PRIVILEGES AND IMMUNITIES"
"1023",1039,"PRIVILEGES AND IMMUNITIES"
"1024",1040,"INTERNATIONAL YEAR FOR HUMAN RIGHTS"
"1025",1041,"INTERNATIONAL YEAR FOR HUMAN RIGHTS"
"1026",1042,"INTERNATIONAL YEAR FOR HUMAN RIGHTS"
"1027",1043,"HUMAN RIGHTS"
"1028",1044,"NUCLEAR WEAPONS, CONVENTION"
"1029",1045,"NEW GUINEA AND PAUPA"
"1030",1046,"FIJI"
"1031",1047,"GIBRALTAR, SELF-DETERMINATION"
"1032",1048,"FRENCH SOMALILAND"
"1033",1049,"NON SELF GOV. TERRITORIES, MILITARY INSTALLATIONS"
"1034",1050,"NON SELF GOV. TERRITORIES, MILITARY INSTALLATIONS"
"1035",1051,"WORKING LANGUAGES"
"1036",1052,"DISARMAMENT, NON PROLIFERATION TREATY"
"1037",1053,"NAMIBIA"
"1038",1054,"ISRAEL, TROOP WITHDRAWAL"
"1039",1055,"ISRAEL, TROOP WITHDRAWAL"
"1040",1056,"ISRAEL, TROOP WITHDRAWAL, COMPLIANCE"
"1041",1057,"PALESTINE, USSR RESOLUTION"
"1042",1058,"ISRAEL, CONDEMNATION"
"1043",1059,"ISRAEL, TROOP WITHDRAWAL"
"1044",1060,"ISRAEL, DAMAGE RESTITUTION"
"1045",1061,"ISRAEL, AGGRESSION ELIMINATION"
"1046",1062,"ISRAEL, AGGRESSION"
"1047",1063,"ISRAEL, AGGRESSION"
"1048",1064,"ISRAEL, UNRWA"
"1049",1065,"JERUSALEM, STATUS"
"1050",1066,"JERUSALEM, STATUS"
"1051",1067,"SPECIAL SESSION ADJOURNMENT"
"1052",1068,"SPECIAL SESSION, SECURITY COUNCIL"
"1053",1069,"KOREA"
"1054",1070,"RHODESIA, SOUTH AFRICA, PORTUGAL"
"1055",1071,"CHINA REPRESENTATION"
"1056",1072,"CHINA REPRESENTATION"
"1057",1073,"CHINA REPRESENTATION"
"1058",1074,"CHINA REPRESENTATION"
"1059",1075,"WAR CRIMES"
"1060",1076,"PORTUGESE TERRITORIES"
"1061",1077,"SOUTH AFRICA, MEMBERSHIP"
"1062",1078,"SOUTH AFRICA, MEMBERSHIP"
"1063",1079,"SOUTH AFRICA, MEMBERSHIP"
"1064",1080,"SOUTH AFRICA, MEMBERSHIP"
"1065",1081,"SOUTH AFRICA, MEMBERSHIP"
"1066",1082,"SOUTH AFRICA, MEMBERSHIP"
"1067",1083,"SOUTH AFRICA, MEMBERSHIP"
"1068",1084,"SOUTH AFRICA AND NAMIBIA"
"1069",1085,"OMAN"
"1070",1086,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"1071",1087,"COLONIAL RULE, EXPLOITATION"
"1072",1088,"SELF-DETERMINATION"
"1073",1089,"SELF-DETERMINATION"
"1074",1090,"SOUTH AFRICA, PORTUGAL"
"1075",1091,"SOUTH AFRICA, PORTUGAL"
"1076",1092,"NEW GUINEA AND PAUPA"
"1077",1093,"NEW GUINEA AND PAUPA"
"1078",1094,"IFNI AND SPANISH SAHARA"
"1079",1095,"NON SELF GOV. TERRITORIES, MILITARY INSTALLATIONS"
"1080",1096,"NON SELF GOV. TERRITORIES, MILITARY INSTALLATIONS"
"1081",1097,"U.N. EDUCATIONAL AND TRAINING PROGRAM"
"1082",1098,"GIBRALTAR, SELF-DETERMINATION"
"1083",1099,"DISARMAMENT, NUCLEAR"
"1084",1100,"DENUCLEARIZATION, LATIN AMERICA"
"1085",1101,"NUCLEAR ENERGY, PEACEFUL USES"
"1086",1102,"DISARMAMENT, NUCLEAR"
"1087",1103,"KOREA"
"1088",1104,"KOREA"
"1089",1105,"INDEPENDENCE COMMITTEE"
"1090",1106,"INDEPENDENCE COMMITTEE"
"1091",1107,"SEA BED, PEACEFUL USES"
"1092",1108,"SEA BED"
"1093",1109,"U.N. ASSESSMENTS"
"1094",1110,"PATTERN OF CONFERENCES"
"1095",1111,"U.S. BONDS, PAYMENTS"
"1096",1112,"U.S. BONDS, PAYMENTS"
"1097",1113,"WORKING LANGUAGES, RUSSIAN"
"1098",1114,"WORKING LANGUAGES, RUSSIAN"
"1099",1115,"WORKING LANGUAGES, RUSSIAN, SPANISH"
"1100",1116,"WORKING LANGUAGES, RUSSIAN"
"1101",1117,"WORKING LANGUAGES, RUSSIAN, SPANISH"
"1102",1118,"U.N. PERSONNEL, LINGUISTIC REQUISITE"
"1103",1119,"SOUTH WEST AFRICA, COUNCIL"
"1104",1120,"KOREA"
"1105",1121,"SOUTH AFRICA, NAMIBIA"
"1106",1122,"CHINA REPRESENTATION"
"1107",1123,"CHINA REPRESENTATION"
"1108",1124,"WEST IRIAN"
"1109",1125,"WEST IRIAN"
"1110",1126,"WEST IRIAN"
"1111",1127,"SOUTH AFRICA, RHODESIA, MANIFESTO"
"1112",1128,"PORTUGESE TERRITORIES"
"1113",1129,"SOUTHERN RHODESIA"
"1114",1130,"INDUSTRIAL DEVELOPMENT"
"1115",1131,"KOREA"
"1116",1132,"SOUTH AFRICA, NAMIBIA"
"1117",1133,"COLONIAL RULE, INDEPENDENCE"
"1118",1134,"ISRAEL, OCCUPIED TERRITORIES"
"1119",1135,"ISRAEL, OCCUPIED TERRITORIES"
"1120",1136,"MIDDLE EAST, HUMANITARIAN ASSISTANCE"
"1121",1137,"MIDDLE EAST, HUMANITARIAN ASSISTANCE"
"1122",1138,"SOUTHERN RHODESIA"
"1123",1139,"RACIAL DISCRIMINATION"
"1124",1140,"OMAN, SELF-DETERMINATION"
"1125",1141,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"1126",1142,"SAINT VINCENT, SELF-DETERMINATION"
"1127",1143,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"1128",1144,"COLONIAL RULE, EXPLOITATION"
"1129",1145,"U.N. AND OAU COOPERATION"
"1130",1146,"SEA BED, PEACEFUL USES"
"1131",1147,"INDUSTRIAL DEVELOPMENT"
"1132",1148,"HUMAN RIGHTS"
"1133",1149,"SELF-DETERMINATION"
"1134",1150,"STATUS OF WOMEN"
"1135",1151,"HUMAN RIGHTS"
"1136",1152,"HUMAN RIGHTS"
"1137",1153,"SPANISH SAHARA"
"1138",1154,"NON SELF GOV. TERRITORIES, MILITARY INSTALLATIONS"
"1139",1155,"CARIBBEAN TERRITORIES"
"1140",1156,"NEW GUINEA AND PAUPA"
"1141",1157,"DISARMAMENT DECADE"
"1142",1158,"CHEMICAL, BIOLOGICAL WEAPONS"
"1143",1159,"NUCLEAR PROJECTS"
"1144",1160,"NUCLEAR ENERGY, PEACEFUL USES"
"1145",1161,"MAURITIUS"
"1146",1162,"COMMEMORATIVE MEDALS"
"1147",1163,"BUDGET INCREASES"
"1148",1164,"KOREA"
"1149",1165,"KOREA"
"1150",1166,"SOUTH AFRICA, RHODESIA, PORTUGAL"
"1151",1167,"SOUTH AFRICA, ARMS EMBARGO"
"1152",1168,"APARTHEID"
"1153",1169,"NAMIBIA, RHODESIA, ANGOLA, MOZAMBIQUE, GUINEA"
"1154",1170,"MIDDLE EAST"
"1155",1171,"MIDDLE EAST"
"1156",1172,"SOUTH AFRICA, CREDENTIALS COMMITTEE"
"1157",1173,"CHINA REPRESENTATION"
"1158",1174,"CHINA REPRESENTATION"
"1159",1175,"RACIAL DISCRIMINATION"
"1160",1176,"PALESTINE, SELF-DETERMINATION"
"1161",1177,"RHODESIA"
"1162",1178,"U.N. VOLUNTEERS FOR DEVELOPMENT"
"1163",1179,"NUCLEAR WEAPONS, SEA-BED"
"1164",1180,"DISARMAMENT"
"1165",1181,"DISARMAMENT"
"1166",1182,"DENUCLEARIZATION, LATIN AMERICA"
"1167",1183,"KOREA"
"1168",1184,"INTERNATIONAL WATERCOURSES"
"1169",1185,"APARTHEID"
"1170",1186,"APARTHEID"
"1171",1187,"APARTHEID"
"1172",1188,"MIDDLE EAST, REFUGEES"
"1173",1189,"APARTHEID"
"1174",1190,"APARTHEID, BANTUSTANS"
"1175",1191,"APARTHEID, BANTUSTANS"
"1176",1192,"HUMAN RIGHTS, ARMED CONFLICTS"
"1177",1193,"HUMAN RIGHTS, ARMED CONFLICTS"
"1178",1194,"HUMAN RIGHTS, ARMED CONFLICTS"
"1179",1196,"HUMAN RIGHTS, ARMED CONFLICTS"
"1180",1197,"JOURNALISTS, ARMED CONFLICT"
"1181",1198,"AGGRESSIVE WARS"
"1182",1199,"PRISONERS OF WAR"
"1183",1200,"NAMIBIA"
"1184",1201,"NAMIBIA, U.N. BUDGET"
"1185",1202,"SOVEREIGNTY, NATURAL RESOURCES"
"1186",1203,"TRAVEL GRANTS"
"1187",1204,"CHARTER REVIEW"
"1188",1205,"EXPLOITATION, COLONIAL TERRITORIES"
"1189",1206,"PORTUGESE TERRITORIES"
"1190",1207,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"1191",1208,"NON SELF GOVERNING TERRITORIES, INFORMATION"
"1192",1209,"COLONIAL RULE, INDEPENDENCE"
"1193",1210,"NEW GUINEA AND PAUPA"
"1194",1211,"OMAN, SELF-DETERMINATION"
"1195",1212,"U.N. EDUCATIONAL AND TRAINING PROGRAM"
